               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 142,            0.017684,            0.013184,           0.0030576,             0.73822,             0.80079,             0.81225,             0.61153,            0.025721,            0.019346,            0.016195,           0.0083466,           0.0083466,           0.0083466
                 143,            0.016902,            0.013494,           0.0028467,             0.79596,             0.75719,             0.81223,             0.60953,            0.025268,            0.019924,            0.015746,           0.0083246,           0.0083246,           0.0083246
                 144,            0.016442,            0.012823,            0.003343,              0.8411,             0.75091,             0.82126,             0.61626,             0.02493,            0.019209,            0.015494,           0.0083025,           0.0083025,           0.0083025
                 145,            0.016361,            0.013658,           0.0031239,             0.76761,             0.78876,             0.79973,             0.59534,            0.024843,            0.018459,            0.020309,           0.0082804,           0.0082804,           0.0082804
                 146,            0.017642,            0.013038,            0.003341,             0.76408,             0.76265,              0.8033,             0.60165,            0.025788,            0.019482,            0.019043,           0.0082581,           0.0082581,           0.0082581
                 147,            0.016251,            0.012995,           0.0033847,             0.79917,             0.75614,             0.81104,              0.6103,            0.025322,            0.019775,            0.017612,           0.0082357,           0.0082357,           0.0082357
                 148,            0.015752,            0.012713,             0.00292,             0.85542,             0.74408,             0.82314,             0.62285,            0.025327,            0.019635,            0.016501,           0.0082132,           0.0082132,           0.0082132
                 149,            0.016578,            0.013219,           0.0026936,             0.80947,              0.7498,             0.80251,             0.60073,            0.025773,             0.02038,            0.018705,           0.0081906,           0.0081906,           0.0081906
                 150,             0.01627,            0.012823,             0.00292,             0.82704,              0.7599,              0.8094,             0.61256,            0.025654,            0.020374,            0.016115,           0.0081679,           0.0081679,           0.0081679
                 151,            0.017001,            0.013608,            0.003408,             0.79233,             0.76537,             0.82662,             0.61415,            0.026033,            0.020568,            0.017497,            0.008145,            0.008145,            0.008145
                 152,            0.017895,            0.014395,           0.0031793,             0.83004,             0.75797,             0.83001,             0.61781,            0.025912,            0.018796,            0.016344,           0.0081221,           0.0081221,           0.0081221
                 153,            0.016447,            0.012171,           0.0029384,              0.8111,             0.75943,             0.81808,             0.60888,            0.025902,            0.019796,            0.017507,           0.0080991,           0.0080991,           0.0080991
                 154,            0.016429,             0.01295,           0.0028903,             0.83257,             0.74867,             0.83406,             0.62475,            0.025418,            0.018615,            0.015061,           0.0080759,           0.0080759,           0.0080759
